# vsname:imis_fka_2
# query:select rh, ta, rswr, pk, timed from imis_fka_2 where  timed > 1420066800000 and  timed <= 1428876000000 order by timed desc 
# altitude:2425
# name:imis_fka_2
# latitude:46.5766808291
# exposition:N/A
# longitude:8.4213608918
# geographical:Furka, Galenbodmen
# slope:0
# description:imis station fka_2
# time,rh,ta,rswr
# ,%,°C,W/m²
1428370200000,91.0,-13.7,5.0
1428372000000,87.0,-13.8,3.0
1428373800000,80.3,-13.5,4.0
1428375600000,73.0,-13.6,4.0
1428377400000,58.0,-12.7,5.0
1428379200000,57.7,-12.8,7.0
1428381000000,49.3,-12.3,45.0
1428382800000,43.3,-11.7,144.0
1428384600000,40.3,-11.5,244.0
1428386400000,40.7,-11.1,342.0
1428388200000,33.7,-10.2,437.0
1428390000000,27.3,-8.8,525.0
1428391800000,28.0,-8.7,600.0
1428393600000,25.7,-8.3,667.0
1428395400000,27.3,-7.9,721.0
1428397200000,34.0,-8.4,761.0
1428399000000,26.7,-7.7,797.0
1428400800000,30.7,-7.8,813.0
1428402600000,31.3,-7.6,817.0
1428404400000,30.3,-7.7,807.0
1428406200000,33.0,-7.6,788.0
1428408000000,28.7,-6.8,759.0
1428409800000,30.0,-6.9,710.0
1428411600000,33.7,-7.5,652.0
1428413400000,33.0,-7.2,580.0
1428415200000,32.3,-6.7,512.0
1428417000000,32.7,-6.8,428.0
1428418800000,31.7,-7.0,338.0
1428420600000,32.3,-7.7,167.0
1428422400000,35.3,-7.9,41.0
1428424200000,44.7,-8.6,31.0
1428426000000,60.3,-8.8,16.0
1428427800000,63.0,-8.7,6.0
1428429600000,48.0,-8.3,6.0
1428431400000,51.3,-8.5,5.0
1428433200000,31.7,-7.0,6.0
1428435000000,16.3,-5.7,7.0
1428436800000,17.3,-6.2,8.0
1428438600000,19.0,-6.3,8.0
1428440400000,18.7,-5.8,8.0
1428442200000,18.7,-5.5,7.0
1428444000000,24.0,-6.2,4.0
1428445800000,23.3,-4.7,6.0
1428447600000,30.0,-4.3,8.0
1428449400000,31.0,-4.6,7.0
1428451200000,25.7,-5.4,4.0
1428453000000,22.3,-5.5,4.0
1428454800000,26.0,-4.1,8.0
1428456600000,25.0,-4.2,6.0
1428458400000,24.3,-4.3,5.0
1428460200000,20.7,-4.8,4.0
1428462000000,21.7,-4.2,6.0
1428463800000,26.3,-3.7,5.0
1428465600000,26.3,-3.8,7.0
1428467400000,22.7,-4.4,35.0
1428469200000,23.7,-3.5,117.0
1428471000000,25.7,-2.1,189.0
1428472800000,24.7,-2.0,339.0
1428474600000,25.3,-2.1,418.0
1428476400000,27.7,-1.5,480.0
1428478200000,27.0,-0.8,553.0
1428480000000,27.0,-0.6,633.0
1428481800000,26.7,0.1,678.0
1428483600000,27.3,0.7,712.0
1428485400000,26.0,1.3,734.0
1428487200000,31.0,0.3,752.0
1428489000000,35.3,-1.3,754.0
1428490800000,39.3,-1.3,755.0
1428492600000,41.3,-1.2,741.0
1428494400000,40.0,-1.2,710.0
1428496200000,36.3,-0.5,668.0
1428498000000,35.7,0.3,613.0
1428499800000,38.0,-0.5,552.0
1428501600000,43.0,-1.4,487.0
1428503400000,43.3,-1.7,411.0
1428505200000,43.7,-1.9,327.0
1428507000000,42.3,-2.0,163.0
1428508800000,43.3,-2.5,42.0
1428510600000,45.0,-2.5,31.0
1428512400000,43.0,-2.2,17.0
1428514200000,42.7,-2.0,6.0
1428516000000,37.7,-0.9,7.0
1428517800000,36.3,-1.1,4.0
1428519600000,33.7,-0.7,8.0
1428521400000,26.7,1.2,7.0
1428523200000,28.3,1.6,7.0
1428525000000,23.3,2.8,8.0
1428526800000,23.7,2.8,7.0
1428528600000,22.7,3.2,8.0
1428530400000,21.3,3.4,8.0
1428532200000,21.3,3.1,8.0
1428534000000,21.0,3.2,8.0
1428535800000,18.7,3.7,6.0
1428537600000,18.0,3.9,7.0
1428539400000,18.0,4.1,8.0
1428541200000,18.3,4.2,8.0
1428543000000,18.7,4.3,8.0
1428544800000,19.0,4.2,8.0
1428546600000,18.0,4.4,8.0
1428548400000,20.0,3.9,8.0
1428550200000,19.7,3.8,8.0
1428552000000,20.3,3.6,11.0
1428553800000,20.7,3.7,56.0
1428555600000,20.7,4.1,144.0
1428557400000,24.0,3.5,239.0
1428559200000,22.7,4.1,327.0
1428561000000,24.3,3.9,409.0
1428562800000,23.0,4.1,487.0
1428564600000,22.0,4.3,558.0
1428566400000,22.7,4.3,618.0
1428568200000,22.0,4.4,666.0
1428570000000,22.0,4.7,702.0
1428571800000,25.7,5.0,704.0
1428573600000,27.7,4.1,720.0
1428575400000,28.3,4.8,721.0
1428577200000,30.3,4.2,707.0
1428579000000,33.0,3.9,695.0
1428580800000,30.7,4.8,666.0
1428582600000,28.3,5.8,625.0
1428584400000,29.0,5.4,579.0
1428586200000,31.7,4.2,522.0
1428588000000,33.3,3.7,460.0
1428589800000,32.7,3.5,389.0
1428591600000,31.0,3.3,311.0
1428593400000,31.0,3.1,159.0
1428595200000,32.0,2.7,44.0
1428597000000,32.7,2.5,35.0
1428598800000,31.3,2.6,21.0
1428600600000,32.7,2.7,10.0
1428602400000,34.3,2.7,8.0
1428604200000,36.3,2.4,9.0
1428606000000,36.7,2.4,7.0
1428607800000,38.3,2.2,8.0
1428609600000,40.3,2.3,8.0
1428611400000,41.3,2.7,8.0
1428613200000,41.7,2.7,8.0
1428615000000,41.7,2.4,8.0
1428616800000,41.3,2.0,8.0
1428618600000,41.7,2.3,8.0
1428620400000,45.3,1.2,8.0
1428622200000,45.3,1.4,8.0
1428624000000,43.3,1.9,8.0
1428625800000,44.3,1.8,8.0
1428627600000,45.0,1.7,8.0
1428629400000,45.3,1.5,8.0
1428631200000,48.3,0.5,8.0
1428633000000,47.7,0.8,8.0
1428634800000,45.7,1.1,8.0
1428636600000,43.7,1.1,8.0
1428638400000,39.0,1.3,10.0
1428640200000,39.3,1.3,54.0
1428642000000,39.0,2.1,139.0
1428643800000,39.3,2.7,229.0
1428645600000,39.7,2.2,309.0
1428647400000,38.7,3.3,386.0
1428649200000,36.3,3.9,462.0
1428651000000,40.0,3.3,496.0
1428652800000,42.0,2.9,563.0
1428654600000,47.0,2.4,635.0
1428656400000,50.3,2.1,676.0
1428658200000,51.3,2.0,678.0
1428660000000,49.7,2.7,706.0
1428661800000,54.7,1.9,682.0
1428663600000,55.3,1.9,681.0
1428665400000,51.0,2.9,695.0
1428667200000,48.7,3.3,641.0
1428669000000,48.3,3.2,603.0
1428670800000,51.0,2.5,557.0
1428672600000,48.0,2.8,506.0
1428674400000,53.0,2.2,438.0
1428676200000,52.3,2.5,355.0
1428678000000,54.7,2.1,290.0
1428679800000,58.0,1.8,215.0
1428681600000,60.0,1.5,109.0
1428683400000,59.0,1.4,56.0
1428685200000,60.3,1.0,24.0
1428687000000,60.7,0.8,10.0
1428688800000,60.0,0.8,8.0
1428690600000,61.0,0.4,8.0
1428692400000,62.7,0.2,8.0
1428694200000,67.0,-0.3,8.0
1428696000000,65.3,-0.1,8.0
1428697800000,65.0,-0.1,7.0
1428699600000,69.3,-0.5,5.0
1428701400000,75.3,-0.9,4.0
1428703200000,77.0,-1.0,6.0
1428705000000,79.3,-1.1,4.0
1428706800000,82.0,-1.3,4.0
1428708600000,83.3,-1.4,4.0
1428710400000,85.0,-1.7,4.0
1428712200000,86.7,-1.9,4.0
1428714000000,83.7,-1.7,7.0
1428715800000,78.0,-1.4,8.0
1428717600000,85.3,-2.5,5.0
1428719400000,85.3,-2.1,7.0
1428721200000,77.3,-1.5,8.0
1428723000000,84.0,-2.0,7.0
1428724800000,87.3,-2.2,8.0
1428726600000,86.3,-2.0,32.0
1428728400000,86.0,-1.7,67.0
1428730200000,89.7,-2.0,144.0
1428732000000,90.3,-1.9,185.0
1428733800000,91.3,-1.6,146.0
1428735600000,89.3,-1.6,246.0
1428737400000,80.3,-1.1,523.0
1428739200000,87.3,-1.6,605.0
1428741000000,76.3,-1.0,548.0
1428742800000,72.7,-0.6,808.0
1428744600000,76.0,-0.7,649.0
1428746400000,77.7,-0.6,711.0
1428748200000,79.0,-0.6,729.0
1428750000000,79.7,-0.7,630.0
1428751800000,86.3,-1.0,477.0
1428753600000,87.3,-1.0,434.0
1428755400000,86.3,-0.8,614.0
1428757200000,81.7,0.0,604.0
1428759000000,86.3,-0.6,402.0
1428760800000,85.3,-0.3,384.0
1428762600000,90.3,-1.0,255.0
1428764400000,94.0,-1.4,180.0
1428766200000,95.7,-1.6,116.0
1428768000000,96.7,-1.8,100.0
1428769800000,93.7,-1.9,55.0
1428771600000,90.3,-2.0,24.0
1428773400000,98.0,-2.2,8.0
1428775200000,98.7,-2.6,5.0
1428777000000,96.0,-2.9,6.0
1428778800000,89.7,-2.6,7.0
1428780600000,79.0,-1.9,8.0
1428782400000,71.7,-1.4,8.0
1428784200000,87.0,-2.5,5.0
1428786000000,84.3,-2.6,6.0
1428787800000,83.7,-2.7,9.0
1428789600000,85.3,-2.9,5.0
1428791400000,85.3,-2.9,6.0
1428793200000,82.3,-2.9,8.0
1428795000000,81.0,-3.1,8.0
1428796800000,80.0,-3.1,9.0
1428798600000,78.7,-3.1,9.0
1428800400000,77.0,-3.2,8.0
1428802200000,73.0,-3.2,8.0
1428804000000,72.7,-3.1,8.0
1428805800000,71.7,-2.5,9.0
1428807600000,71.7,-2.3,9.0
1428809400000,72.7,-2.5,9.0
1428811200000,66.3,-2.7,11.0
1428813000000,70.7,-2.3,59.0
1428814800000,61.3,-1.9,100.0
1428816600000,62.0,-2.1,147.0
1428818400000,60.7,-1.5,234.0
1428820200000,49.3,-0.3,337.0
1428822000000,40.3,2.1,409.0
1428823800000,38.3,3.6,535.0
1428825600000,49.0,1.3,633.0
1428827400000,44.0,2.2,625.0
1428829200000,44.0,2.2,639.0
1428831000000,42.0,2.6,721.0
1428832800000,36.3,3.4,689.0
1428834600000,33.3,4.3,701.0
1428836400000,38.7,2.4,702.0
1428838200000,35.0,5.0,677.0
1428840000000,43.7,2.7,670.0
1428841800000,47.0,2.6,642.0
1428843600000,46.3,2.9,579.0
1428845400000,45.7,3.0,515.0
1428847200000,49.3,2.8,456.0
1428849000000,49.0,2.8,392.0
1428850800000,51.7,2.5,312.0
1428852600000,52.3,2.3,174.0
1428854400000,54.0,2.0,52.0
1428856200000,56.0,1.5,39.0
1428858000000,55.7,1.3,20.0
1428859800000,55.7,1.0,8.0
1428861600000,55.0,0.9,6.0
1428863400000,56.0,0.7,7.0
1428865200000,55.7,0.8,7.0
1428867000000,56.0,0.6,8.0
1428868800000,49.7,1.6,8.0
1428870600000,47.3,1.5,8.0
1428872400000,47.7,1.3,8.0
1428874200000,53.3,1.1,8.0
1428876000000,58.7,1.0,8.0
